comparison,query_index,query_pid,query_source_image_index,query_source_image_path,query_view,query_source,caption_in_image,category,base_correct,candidate_correct,base_top1_index,base_top1_pid,base_top1_path,base_top1_view,base_top1_source,candidate_top1_index,candidate_top1_pid,candidate_top1_path,candidate_top1_view,candidate_top1_source,base_best_positive_rank,candidate_best_positive_rank,rank_improvement,base_ap,candidate_ap,ap_delta,base_inp,candidate_inp,inp_delta,top10_overlap,base_top1_score,candidate_top1_score
v16.1_observation_vs_v16.2_final,98,4848,49,G2APS/D1_30_002460_1_train.jpg,0,G2APS,0,break,1,0,51,4848,G2APS/D1_30_002475_1_train.jpg,0,G2APS,1051,5027,G2APS/D4_30_009015_1_train.jpg,0,G2APS,1,2,-1,0.43407943844795227,0.30773797631263733,-0.12634146213531494,0.057692307978868484,0.03125,-0.026442307978868484,0.699999988079071,0.589665949344635,0.5697014927864075
v16.1_observation_vs_v16.2_final,99,4848,49,G2APS/D1_30_002460_1_train.jpg,0,G2APS,1,stable_wrong,0,0,1199,5053,G2APS/S5_30_000756_2_train.jpg,1,G2APS,1235,5059,G2APS/D5_30_006945_1_train.jpg,0,G2APS,14,33,-19,0.03054463118314743,0.019827116280794144,-0.010717514902353287,0.008559200912714005,0.003761755535379052,-0.004797445377334952,0.5,0.5278670191764832,0.5164464116096497
v16.1_observation_vs_v16.2_final,119,4850,59,G2APS/D1_30_001845_11_train.jpg,0,G2APS,1,stable_wrong,0,0,5736,6119,PRAI-1581/00000297_0001_00000012.jpg,0,PRAI-1581,5736,6119,PRAI-1581/00000297_0001_00000012.jpg,0,PRAI-1581,5,9,-4,0.13855651021003723,0.052591048181056976,-0.08596546202898026,0.008547008968889713,0.007421150337904692,-0.0011258586309850216,0.30000001192092896,0.5633860230445862,0.5587406754493713
v16.1_observation_vs_v16.2_final,120,4850,60,G2APS/D1_30_001830_11_train.jpg,0,G2APS,0,stable_wrong,0,0,731,4972,G2APS/D4_20_003765_4_train.jpg,0,G2APS,731,4972,G2APS/D4_20_003765_4_train.jpg,0,G2APS,45,86,-41,0.007285957224667072,0.007495065685361624,0.00020910846069455147,0.0014059754321351647,0.0019841270986944437,0.000578151666559279,0.5,0.5346784591674805,0.529715895652771
v16.1_observation_vs_v16.2_final,124,4851,62,G2APS/D1_30_002550_2_train.jpg,0,G2APS,0,stable_wrong,0,0,7038,6454,uavhuman/P091S00G10B00H00UC022000LC021000A010R0_09201811_252_bbx.jpg,0,uavhuman,1650,5154,G2APS/D9_20_000300_5_gallery.jpg,0,G2APS,87,177,-90,0.015862442553043365,0.007625475525856018,-0.008236967027187347,0.017045455053448677,0.00906344410032034,-0.007982010953128338,0.6000000238418579,0.5266006588935852,0.5279255509376526
v16.1_observation_vs_v16.2_final,125,4851,62,G2APS/D1_30_002550_2_train.jpg,0,G2APS,1,stable_wrong,0,0,6391,6283,PRAI-1581/00001290_0001_00000001.jpg,0,PRAI-1581,6391,6283,PRAI-1581/00001290_0001_00000001.jpg,0,PRAI-1581,534,777,-243,0.0028194021433591843,0.0016479498008266091,-0.0011714523425325751,0.0028818442951887846,0.0014071294572204351,-0.0014747148379683495,0.5,0.5599711537361145,0.5504278540611267
v16.1_observation_vs_v16.2_final,127,4851,63,G2APS/D1_30_002505_2_train.jpg,0,G2APS,1,stable_wrong,0,0,5695,6109,PRAI-1581/00000237_0002_00000000.jpg,0,PRAI-1581,5695,6109,PRAI-1581/00000237_0002_00000000.jpg,0,PRAI-1581,468,514,-46,0.0017728029051795602,0.0017647570930421352,-8.045812137424946e-06,0.0018061408773064613,0.0016393442638218403,-0.00016679661348462105,0.6000000238418579,0.5520007610321045,0.5972505807876587
v16.1_observation_vs_v16.2_final,144,4853,72,G2APS/S1_30_001757_2_train.jpg,1,G2APS,0,break,1,0,72,4853,G2APS/S1_30_001757_2_train.jpg,1,G2APS,3161,5585,AG-ReID.v2/query/P0034T03241A0/P0034T03241A0C3F00361.jpg,1,AG-ReID.v2,1,2,-1,0.48927634954452515,0.30844083428382874,-0.1808355152606964,0.0042372881434857845,0.002600104082375765,-0.0016371840611100197,0.6000000238418579,0.5947999954223633,0.5714688897132874
v16.1_observation_vs_v16.2_final,147,4853,73,G2APS/D1_30_003195_3_train.jpg,0,G2APS,1,break,1,0,73,4853,G2APS/D1_30_003195_3_train.jpg,0,G2APS,5952,6173,PRAI-1581/00000549_0002_00000005.jpg,0,PRAI-1581,1,5,-4,0.21098291873931885,0.05689988657832146,-0.1540830321609974,0.006297229323536158,0.00863557867705822,0.0023383493535220623,0.699999988079071,0.5458511710166931,0.5024304986000061
v16.1_observation_vs_v16.2_final,150,4854,75,G2APS/D1_30_003705_1_train.jpg,0,G2APS,0,stable_wrong,0,0,616,4951,G2APS/S3_30_001624_3_train.jpg,1,G2APS,3105,5567,G2APS/D1_30_005355_2_train.jpg,0,G2APS,19,20,-1,0.027275482192635536,0.02578926645219326,-0.001486215740442276,0.0019193857442587614,0.001578531926497817,-0.00034085381776094437,0.8999999761581421,0.49205249547958374,0.47610679268836975
v16.1_observation_vs_v16.2_final,157,4856,78,G2APS/D1_30_003780_1_train.jpg,0,G2APS,1,stable_wrong,0,0,1846,5199,G2APS/D2_40_006720_2_train.jpg,0,G2APS,2919,5492,G2APS/S2_40_003192_3_train.jpg,1,G2APS,728,1530,-802,0.0010468814289197326,0.0008301506168209016,-0.00021673081209883094,0.0009373535285703838,0.001046937657520175,0.00010958412894979119,0.30000001192092896,0.5540655255317688,0.49339810013771057
v16.1_observation_vs_v16.2_final,164,4856,82,G2APS/D1_30_003810_1_train.jpg,0,G2APS,0,stable_wrong,0,0,5749,6123,PRAI-1581/00000310_0001_00000001.jpg,0,PRAI-1581,2718,5447,G2APS/D4_20_003465_4_train.jpg,0,G2APS,11,17,-6,0.048861753195524216,0.030398348346352577,-0.01846340484917164,0.0028571428265422583,0.0021223912481218576,-0.0007347515784204006,0.6000000238418579,0.6115033626556396,0.6241192817687988
v16.1_observation_vs_v16.2_final,165,4856,82,G2APS/D1_30_003810_1_train.jpg,0,G2APS,1,stable_wrong,0,0,6050,6198,PRAI-1581/00000697_0002_00000000.jpg,0,PRAI-1581,6050,6198,PRAI-1581/00000697_0002_00000000.jpg,0,PRAI-1581,13,34,-21,0.017329128459095955,0.010377608239650726,-0.006951520219445229,0.0030690536368638277,0.003426613286137581,0.00035755964927375317,0.699999988079071,0.47047722339630127,0.5153883695602417
v16.1_observation_vs_v16.2_final,172,4857,86,G2APS/D1_30_004635_0_train.jpg,0,G2APS,0,break,1,0,85,4857,G2APS/D1_30_004485_1_train.jpg,0,G2APS,3032,5530,G2APS/S4_50_001232_4_train.jpg,1,G2APS,1,12,-11,1.0,0.11570049077272415,-0.8842995092272758,1.0,0.1304347813129425,-0.8695652186870575,0.5,0.534396767616272,0.5278499126434326
v16.1_observation_vs_v16.2_final,173,4857,86,G2APS/D1_30_004635_0_train.jpg,0,G2APS,1,stable_wrong,0,0,8003,6759,Market/0354_c3s1_105517_00.jpg,1,Market,8003,6759,Market/0354_c3s1_105517_00.jpg,1,Market,108,155,-47,0.009542508982121944,0.006132738199084997,-0.0034097707830369473,0.01149425283074379,0.005940594244748354,-0.005553658585995436,0.699999988079071,0.5656448006629944,0.5694099068641663
v16.1_observation_vs_v16.2_final,175,4858,87,G2APS/D1_30_004590_1_train.jpg,0,G2APS,1,stable_wrong,0,0,75,4854,G2APS/D1_30_003705_1_train.jpg,0,G2APS,75,4854,G2APS/D1_30_003705_1_train.jpg,0,G2APS,2,9,-7,0.10641199350357056,0.028338953852653503,-0.07807303965091705,0.0017029972514137626,0.0009844457963481545,-0.000718551455065608,0.800000011920929,0.5853400826454163,0.5840390920639038
v16.1_observation_vs_v16.2_final,179,4858,89,G2APS/S1_30_002338_1_train.jpg,1,G2APS,1,stable_wrong,0,0,1961,5227,G2APS/S3_20_005327_1_train.jpg,1,G2APS,6276,6255,PRAI-1581/00001080_0001_00000009.jpg,0,PRAI-1581,21,31,-10,0.0225914865732193,0.01960505172610283,-0.0029864348471164703,0.0016857720911502838,0.0025239777751266956,0.0008382056839764118,0.5,0.5405850410461426,0.5682305693626404
v16.1_observation_vs_v16.2_final,180,4858,90,G2APS/D1_30_004605_0_train.jpg,0,G2APS,0,stable_wrong,0,0,2592,5404,G2APS/D6_30_003015_12_train.jpg,0,G2APS,2592,5404,G2APS/D6_30_003015_12_train.jpg,0,G2APS,2,4,-2,0.1125267967581749,0.06620469689369202,-0.04632209986448288,0.006954102776944637,0.005144033115357161,-0.0018100696615874767,0.5,0.6006699800491333,0.5823348760604858
v16.1_observation_vs_v16.2_final,185,4859,92,G2APS/D1_30_005175_0_train.jpg,0,G2APS,1,stable_wrong,0,0,941,5007,G2APS/D4_30_003690_6_train.jpg,0,G2APS,810,4985,G2APS/S4_20_004130_0_train.jpg,1,G2APS,6,10,-4,0.09177783131599426,0.04578712210059166,-0.0459907092154026,0.00401606410741806,0.01066666655242443,0.0066506024450063705,0.5,0.5459287762641907,0.5099710822105408
v16.1_observation_vs_v16.2_final,189,4859,94,G2APS/D1_30_005205_0_train.jpg,0,G2APS,1,break,1,0,94,4859,G2APS/D1_30_005205_0_train.jpg,0,G2APS,1200,5053,G2APS/D5_30_001125_2_train.jpg,0,G2APS,1,3,-2,0.2837964594364166,0.10500547289848328,-0.17879098653793335,0.015267175622284412,0.015810277312994003,0.0005431016907095909,0.699999988079071,0.5360977649688721,0.523188591003418
v16.1_observation_vs_v16.2_final,196,4860,98,G2APS/S1_30_002702_6_train.jpg,1,G2APS,0,break,1,0,101,4860,G2APS/S1_30_002695_4_train.jpg,1,G2APS,5695,6109,PRAI-1581/00000237_0002_00000000.jpg,0,PRAI-1581,1,2,-1,0.21063058078289032,0.20623743534088135,-0.004393145442008972,0.008321775123476982,0.005899704992771149,-0.0024220701307058334,0.6000000238418579,0.5395583510398865,0.5252094268798828
v16.1_observation_vs_v16.2_final,198,4860,99,G2APS/D1_30_005295_4_train.jpg,0,G2APS,0,stable_wrong,0,0,6126,6217,PRAI-1581/00000849_0001_00000000.jpg,0,PRAI-1581,6463,6301,PRAI-1581/00001369_0001_00000001.jpg,0,PRAI-1581,8,16,-8,0.02728983201086521,0.01666547730565071,-0.0106243547052145,0.0017246335046365857,0.001983470981940627,0.0002588374773040414,0.5,0.5130909085273743,0.543919026851654
v16.1_observation_vs_v16.2_final,200,4860,100,G2APS/S1_30_002716_5_train.jpg,1,G2APS,0,stable_wrong,0,0,5693,6109,PRAI-1581/00000237_0001_00000006.jpg,0,PRAI-1581,7179,6491,uavhuman/P106S08G10B30H20UC021000LC021000A142R0_09261734_077_bbx.jpg,0,uavhuman,152,161,-9,0.007047828286886215,0.005578971933573484,-0.0014688563533127308,0.005484460853040218,0.004979253280907869,-0.000505207572132349,0.5,0.5902402400970459,0.5982159376144409
v16.1_observation_vs_v16.2_final,201,4860,100,G2APS/S1_30_002716_5_train.jpg,1,G2APS,1,stable_wrong,0,0,275,4892,G2APS/S2_30_001624_1_train.jpg,1,G2APS,405,4915,G2APS/S2_40_003395_3_train.jpg,1,G2APS,10,19,-9,0.030508721247315407,0.022024646401405334,-0.008484074845910072,0.005602241028100252,0.0033296337351202965,-0.0022726072929799557,0.4000000059604645,0.46965914964675903,0.44015538692474365
v16.1_observation_vs_v16.2_final,206,4861,103,G2APS/S1_41_000504_1_train.jpg,1,G2APS,0,stable_wrong,0,0,1635,5151,G2APS/D8_40_006105_8_gallery.jpg,0,G2APS,5539,6070,PRAI-1581/00000005_0001_00000002.jpg,0,PRAI-1581,12,32,-20,0.05196217820048332,0.028561165556311607,-0.023401012644171715,0.029999999329447746,0.0258620698004961,-0.004137929528951645,0.6000000238418579,0.5446448922157288,0.5520217418670654
v16.1_observation_vs_v16.2_final,212,4862,106,G2APS/S1_41_000497_1_train.jpg,1,G2APS,0,break,1,0,108,4862,G2APS/S1_41_000490_1_train.jpg,1,G2APS,7497,6590,Market/1206_c6s3_035867_00.jpg,1,Market,1,2,-1,0.4980868101119995,0.3419610559940338,-0.1561257541179657,0.00875912420451641,0.009756097570061684,0.0009969733655452728,0.6000000238418579,0.5809739232063293,0.579423725605011
v16.1_observation_vs_v16.2_final,213,4862,106,G2APS/S1_41_000497_1_train.jpg,1,G2APS,1,stable_wrong,0,0,7720,6664,Market/0818_c6s2_096043_00.jpg,1,Market,7718,6664,Market/0818_c6s2_096018_00.jpg,1,Market,5,6,-1,0.09968384355306625,0.10881266742944717,0.00912882387638092,0.012847965583205223,0.01875000074505806,0.005902035161852837,0.800000011920929,0.5097361207008362,0.5274261832237244
v16.1_observation_vs_v16.2_final,214,4862,107,G2APS/D1_41_001095_2_train.jpg,0,G2APS,0,break,1,0,107,4862,G2APS/D1_41_001095_2_train.jpg,0,G2APS,2697,5443,G2APS/S2_30_001029_0_train.jpg,1,G2APS,1,3,-2,0.3181522786617279,0.1794896125793457,-0.1386626660823822,0.04838709533214569,0.030612245202064514,-0.017774850130081177,0.800000011920929,0.5826830863952637,0.5578281879425049
v16.1_observation_vs_v16.2_final,215,4862,107,G2APS/D1_41_001095_2_train.jpg,0,G2APS,1,stable_wrong,0,0,1349,5079,G2APS/D6_30_001725_1_train.jpg,0,G2APS,1307,5071,G2APS/D5_40_006780_3_train.jpg,0,G2APS,20,41,-21,0.028001198545098305,0.016119929030537605,-0.0118812695145607,0.0025884383358061314,0.0013407821534201503,-0.001247656182385981,0.30000001192092896,0.5374541282653809,0.4998074173927307
v16.1_observation_vs_v16.2_final,219,4862,109,G2APS/D1_41_001065_3_train.jpg,0,G2APS,1,break,1,0,109,4862,G2APS/D1_41_001065_3_train.jpg,0,G2APS,1990,5236,G2APS/D3_30_002925_1_train.jpg,0,G2APS,1,3,-2,0.4626203775405884,0.23593227565288544,-0.22668810188770294,0.02985074557363987,0.019417475908994675,-0.010433269664645195,0.699999988079071,0.5660555958747864,0.6221935749053955
v16.1_observation_vs_v16.2_final,224,4863,112,G2APS/S1_41_000735_2_train.jpg,1,G2APS,0,stable_wrong,0,0,2178,5297,G2APS/S3_40_003122_4_train.jpg,1,G2APS,1165,5047,G2APS/S5_20_003864_5_train.jpg,1,G2APS,23,30,-7,0.018593227490782738,0.013027896173298359,-0.005565331317484379,0.0036057692486792803,0.0029013538733124733,-0.000704415375366807,0.5,0.542415201663971,0.5698071122169495
v16.1_observation_vs_v16.2_final,226,4863,113,G2APS/S1_41_000721_2_train.jpg,1,G2APS,0,stable_wrong,0,0,536,4937,G2APS/S3_20_003612_2_train.jpg,1,G2APS,1819,5194,G2APS/D2_20_010605_12_train.jpg,0,G2APS,24,42,-18,0.024065151810646057,0.01570621319115162,-0.008358938619494438,0.00313152396120131,0.0020325202494859695,-0.0010990037117153406,0.699999988079071,0.5882874131202698,0.5745410919189453
v16.1_observation_vs_v16.2_final,227,4863,113,G2APS/S1_41_000721_2_train.jpg,1,G2APS,1,break,1,0,113,4863,G2APS/S1_41_000721_2_train.jpg,1,G2APS,261,4889,G2APS/D2_30_001800_2_train.jpg,0,G2APS,1,3,-2,0.36353835463523865,0.14260461926460266,-0.220933735370636,0.0036585365887731314,0.0035714285913854837,-8.710799738764763e-05,0.800000011920929,0.5972615480422974,0.5950814485549927
v16.1_observation_vs_v16.2_final,233,4864,116,G2APS/S2_20_000259_7_train.jpg,1,G2APS,1,stable_wrong,0,0,2108,5272,G2APS/S3_40_000035_1_train.jpg,1,G2APS,1801,5191,G2APS/S2_20_003493_9_train.jpg,1,G2APS,2,6,-4,0.21770025789737701,0.09131313115358353,-0.1263871267437935,0.06976744532585144,0.027272727340459824,-0.04249471798539162,0.699999988079071,0.521414041519165,0.497665137052536
v16.1_observation_vs_v16.2_final,247,4866,123,G2APS/D2_20_001320_10_train.jpg,0,G2APS,1,stable_wrong,0,0,5716,6114,PRAI-1581/00000263_0002_00000007.jpg,0,PRAI-1581,258,4889,G2APS/D2_30_001770_0_train.jpg,0,G2APS,2,3,-1,0.26009827852249146,0.1566118746995926,-0.10348640382289886,0.043795619159936905,0.02857142873108387,-0.015224190428853035,0.6000000238418579,0.510820746421814,0.5266311764717102
v16.1_observation_vs_v16.2_final,249,4866,124,G2APS/S2_20_000840_0_train.jpg,1,G2APS,1,stable_wrong,0,0,840,4990,G2APS/S4_20_004515_2_train.jpg,1,G2APS,2595,5405,G2APS/S6_40_000483_1_train.jpg,1,G2APS,17,50,-33,0.029182055965065956,0.017886901274323463,-0.011295154690742493,0.0139860138297081,0.0139860138297081,0.0,0.800000011920929,0.4934782385826111,0.47263363003730774
v16.1_observation_vs_v16.2_final,253,4866,126,G2APS/S2_20_000889_8_train.jpg,1,G2APS,1,break,1,0,127,4866,G2APS/S2_20_000875_9_train.jpg,1,G2APS,6108,6213,PRAI-1581/00000805_0001_00000019.jpg,0,PRAI-1581,1,2,-1,0.7384259104728699,0.6329365372657776,-0.10548937320709229,0.375,0.5,0.125,0.800000011920929,0.5925938487052917,0.560822069644928
v16.1_observation_vs_v16.2_final,258,4867,129,G2APS/D2_20_001515_12_train.jpg,0,G2APS,0,stable_wrong,0,0,2732,5449,G2APS/D4_20_009480_6_train.jpg,0,G2APS,6815,6395,uavhuman/P071S02G10B00H40UC022000LC092000A051R0_09131939_259_bbx.jpg,0,uavhuman,3,11,-8,0.19166666269302368,0.04827246069908142,-0.14339420199394226,0.007246376946568489,0.007130124606192112,-0.0001162523403763771,0.6000000238418579,0.5818951725959778,0.5251676440238953
v16.1_observation_vs_v16.2_final,260,4867,130,G2APS/D2_20_001560_13_train.jpg,0,G2APS,0,stable_wrong,0,0,57,4850,G2APS/D1_30_001815_11_train.jpg,0,G2APS,57,4850,G2APS/D1_30_001815_11_train.jpg,0,G2APS,166,324,-158,0.008210340514779091,0.0044414931908249855,-0.0037688473239541054,0.005755395628511906,0.004264392424374819,-0.0014910032041370869,0.6000000238418579,0.5121025443077087,0.5119250416755676
v16.1_observation_vs_v16.2_final,262,4867,131,G2APS/S2_20_000994_0_train.jpg,1,G2APS,0,stable_wrong,0,0,111,4863,G2APS/S1_41_000728_2_train.jpg,1,G2APS,111,4863,G2APS/S1_41_000728_2_train.jpg,1,G2APS,10,21,-11,0.027915842831134796,0.017053751274943352,-0.010862091556191444,0.0028469751123338938,0.003636363660916686,0.0007893885485827923,0.6000000238418579,0.511652946472168,0.5504916310310364
v16.1_observation_vs_v16.2_final,264,4867,132,G2APS/D2_20_001530_12_train.jpg,0,G2APS,0,stable_wrong,0,0,183,4876,G2APS/S2_20_002583_0_train.jpg,1,G2APS,209,4880,G2APS/S2_20_004340_0_train.jpg,1,G2APS,365,485,-120,0.003333199769258499,0.003769457805901766,0.0004362580366432667,0.002582311164587736,0.0045095826499164104,0.0019272714853286743,0.30000001192092896,0.554415762424469,0.5092735886573792
v16.1_observation_vs_v16.2_final,269,4868,134,G2APS/S2_20_001141_0_train.jpg,1,G2APS,1,stable_wrong,0,0,7190,6494,uavhuman/P107S07G11B30H10UC021031LC031022A074R0_09262011_167_bbx.jpg,0,uavhuman,401,4914,G2APS/S2_40_002170_4_train.jpg,1,G2APS,9,14,-5,0.034198369830846786,0.03424326702952385,4.489719867706299e-05,0.013245033100247383,0.01886792480945587,0.0056228917092084885,0.699999988079071,0.567308783531189,0.5515017509460449
v16.1_observation_vs_v16.2_final,274,4868,137,G2APS/S2_20_001155_3_train.jpg,1,G2APS,0,break,1,0,137,4868,G2APS/S2_20_001155_3_train.jpg,1,G2APS,5887,6157,PRAI-1581/00000460_0001_00000010.jpg,0,PRAI-1581,1,7,-6,0.26160377264022827,0.06738290935754776,-0.1942208632826805,0.013129102997481823,0.026905829086899757,0.013776726089417934,0.4000000059604645,0.5319008827209473,0.5370359420776367
