comparison,query_index,query_pid,query_source_image_index,query_source_image_path,query_view,query_source,caption_in_image,category,base_correct,candidate_correct,base_top1_index,base_top1_pid,base_top1_path,base_top1_view,base_top1_source,candidate_top1_index,candidate_top1_pid,candidate_top1_path,candidate_top1_view,candidate_top1_source,base_best_positive_rank,candidate_best_positive_rank,rank_improvement,base_ap,candidate_ap,ap_delta,base_inp,candidate_inp,inp_delta,top10_overlap,base_top1_score,candidate_top1_score
v16.1_observation_vs_v16.2_final,129,4852,64,G2APS/D1_30_002460_4_train.jpg,0,G2APS,1,fix,0,1,934,5006,G2APS/D4_30_003255_14_train.jpg,0,G2APS,68,4852,G2APS/D1_30_002445_4_train.jpg,0,G2APS,2,1,1,0.17936892807483673,0.3463827073574066,0.16701377928256989,0.0016556291375309229,0.0016825575148686767,2.6928377337753773e-05,0.5,0.546705961227417,0.5595492124557495
v16.1_observation_vs_v16.2_final,154,4855,77,G2APS/D1_30_003675_3_train.jpg,0,G2APS,0,fix,0,1,56,4849,G2APS/D1_30_001845_3_train.jpg,0,G2APS,77,4855,G2APS/D1_30_003675_3_train.jpg,0,G2APS,2,1,1,0.5,1.0,0.5,0.5,1.0,0.5,0.4000000059604645,0.4931546151638031,0.473591148853302
v16.1_observation_vs_v16.2_final,156,4856,78,G2APS/D1_30_003780_1_train.jpg,0,G2APS,0,fix,0,1,6287,6257,PRAI-1581/00001102_0001_00000013.jpg,0,PRAI-1581,78,4856,G2APS/D1_30_003780_1_train.jpg,0,G2APS,3,1,2,0.13247409462928772,0.2850273549556732,0.1525532603263855,0.00324324332177639,0.002914035925641656,-0.00032920739613473415,0.6000000238418579,0.5572340488433838,0.5874279141426086
v16.1_observation_vs_v16.2_final,169,4857,84,G2APS/D1_30_004710_2_train.jpg,0,G2APS,1,fix,0,1,866,4994,G2APS/S4_30_000315_1_train.jpg,1,G2APS,84,4857,G2APS/D1_30_004710_2_train.jpg,0,G2APS,2,1,1,0.2893773019313812,0.429824560880661,0.14044725894927979,0.2142857164144516,0.03947368264198303,-0.17481203377246857,0.6000000238418579,0.4835788905620575,0.45478886365890503
v16.1_observation_vs_v16.2_final,188,4859,94,G2APS/D1_30_005205_0_train.jpg,0,G2APS,0,fix,0,1,1807,5192,G2APS/S2_20_005054_0_train.jpg,1,G2APS,94,4859,G2APS/D1_30_005205_0_train.jpg,0,G2APS,3,1,2,0.2452957034111023,0.7663934230804443,0.521097719669342,0.06451612710952759,0.06557376682758331,0.001057639718055725,0.6000000238418579,0.5090040564537048,0.5545668005943298
v16.1_observation_vs_v16.2_final,192,4860,96,G2APS/D1_30_005115_2_train.jpg,0,G2APS,0,fix,0,1,2781,5458,G2APS/D5_20_004755_0_train.jpg,0,G2APS,96,4860,G2APS/D1_30_005115_2_train.jpg,0,G2APS,5,1,4,0.06832001358270645,0.23718644678592682,0.16886643320322037,0.012631579302251339,0.009077155962586403,-0.003554423339664936,0.699999988079071,0.5440551042556763,0.5839495658874512
v16.1_observation_vs_v16.2_final,208,4861,104,G2APS/S1_41_000497_2_train.jpg,1,G2APS,0,fix,0,1,2232,5308,G2APS/S4_20_004823_5_train.jpg,1,G2APS,104,4861,G2APS/S1_41_000497_2_train.jpg,1,G2APS,2,1,1,0.257689893245697,0.5291666388511658,0.27147674560546875,0.050847455859184265,0.1875,0.13665254414081573,0.6000000238418579,0.5888228416442871,0.5527759194374084
v16.1_observation_vs_v16.2_final,254,4866,127,G2APS/S2_20_000875_9_train.jpg,1,G2APS,0,fix,0,1,7629,6634,Market/1412_c2s3_043932_00.jpg,1,Market,127,4866,G2APS/S2_20_000875_9_train.jpg,1,G2APS,2,1,1,0.23909933865070343,0.28031688928604126,0.04121755063533783,0.04444444552063942,0.02448979578912258,-0.019954649731516838,0.699999988079071,0.5508151650428772,0.5041220784187317
v16.1_observation_vs_v16.2_final,304,4871,152,G2APS/S2_20_002226_4_train.jpg,1,G2APS,0,fix,0,1,1957,5226,G2APS/D3_20_010125_1_train.jpg,0,G2APS,156,4871,G2APS/S2_20_002247_1_train.jpg,1,G2APS,2,1,1,0.15558455884456635,0.24669687449932098,0.09111231565475464,0.016438355669379234,0.022641509771347046,0.006203154101967812,0.800000011920929,0.5366336703300476,0.5268102884292603
v16.1_observation_vs_v16.2_final,305,4871,152,G2APS/S2_20_002226_4_train.jpg,1,G2APS,1,fix,0,1,199,4879,G2APS/S2_20_003066_0_train.jpg,1,G2APS,156,4871,G2APS/S2_20_002247_1_train.jpg,1,G2APS,2,1,1,0.16055096685886383,0.3533174991607666,0.19276653230190277,0.025641025975346565,0.05454545468091965,0.028904428705573082,0.800000011920929,0.5474543571472168,0.558181881904602
v16.1_observation_vs_v16.2_final,322,4872,161,G2APS/S2_20_001946_1_train.jpg,1,G2APS,0,fix,0,1,1176,5049,G2APS/D5_30_000570_0_train.jpg,0,G2APS,160,4872,G2APS/D2_20_003465_15_train.jpg,0,G2APS,2,1,1,0.2684389054775238,0.3019593060016632,0.033520400524139404,0.1111111119389534,0.06382978707551956,-0.04728132486343384,0.5,0.5218393206596375,0.5046512484550476
v16.1_observation_vs_v16.2_final,344,4874,172,G2APS/D2_20_004320_13_train.jpg,0,G2APS,0,fix,0,1,234,4885,G2APS/D2_30_000195_12_train.jpg,0,G2APS,172,4874,G2APS/D2_20_004320_13_train.jpg,0,G2APS,2,1,1,0.20221124589443207,0.26740574836730957,0.0651945024728775,0.011627906933426857,0.012711863964796066,0.0010839570313692093,0.6000000238418579,0.5285367369651794,0.5111095309257507
v16.1_observation_vs_v16.2_final,351,4875,175,G2APS/D2_20_004485_15_train.jpg,0,G2APS,1,fix,0,1,342,4904,G2APS/S2_30_004060_0_train.jpg,1,G2APS,175,4875,G2APS/D2_20_004485_15_train.jpg,0,G2APS,2,1,1,0.1117083802819252,0.22122415900230408,0.10951577872037888,0.0011518083047121763,0.0008571918588131666,-0.0002946164458990097,0.6000000238418579,0.54572594165802,0.5135947465896606
v16.1_observation_vs_v16.2_final,370,4876,185,G2APS/D2_20_004875_12_train.jpg,0,G2APS,0,fix,0,1,1561,5131,G2APS/D8_20_003570_1_gallery.jpg,0,G2APS,185,4876,G2APS/D2_20_004875_12_train.jpg,0,G2APS,2,1,1,0.145533487200737,0.4340399503707886,0.2885064631700516,0.0016424856148660183,0.0014134275261312723,-0.00022905808873474598,0.4000000059604645,0.5080239176750183,0.5782560110092163
v16.1_observation_vs_v16.2_final,372,4877,186,G2APS/D2_20_004920_13_train.jpg,0,G2APS,0,fix,0,1,790,4981,G2APS/S4_20_003381_4_train.jpg,1,G2APS,186,4877,G2APS/D2_20_004920_13_train.jpg,0,G2APS,6,1,5,0.08392482995986938,0.2937299609184265,0.20980513095855713,0.0011556240497156978,0.001224239938892424,6.861588917672634e-05,0.800000011920929,0.5200942158699036,0.5126872062683105
v16.1_observation_vs_v16.2_final,385,4878,192,G2APS/D2_20_006060_5_train.jpg,0,G2APS,1,fix,0,1,996,5017,G2APS/D4_30_004920_6_train.jpg,0,G2APS,192,4878,G2APS/D2_20_006060_5_train.jpg,0,G2APS,2,1,1,0.09175869077444077,0.17356808483600616,0.0818093940615654,0.0018315018387511373,0.00208405707962811,0.0002525552408769727,0.4000000059604645,0.5474767684936523,0.5488809943199158
v16.1_observation_vs_v16.2_final,396,4879,198,G2APS/D2_20_005925_10_train.jpg,0,G2APS,0,fix,0,1,1819,5194,G2APS/D2_20_010605_12_train.jpg,0,G2APS,198,4879,G2APS/D2_20_005925_10_train.jpg,0,G2APS,2,1,1,0.3619281053543091,0.5337890982627869,0.17186099290847778,0.0882352963089943,0.09836065769195557,0.010125361382961273,0.699999988079071,0.6285205483436584,0.6180797815322876
v16.1_observation_vs_v16.2_final,418,4880,209,G2APS/S2_20_004340_0_train.jpg,1,G2APS,0,fix,0,1,1904,5216,G2APS/S2_50_001393_1_train.jpg,1,G2APS,209,4880,G2APS/S2_20_004340_0_train.jpg,1,G2APS,4,1,3,0.062053337693214417,0.19270992279052734,0.13065658509731293,0.020134227350354195,0.03488372266292572,0.014749495312571526,0.699999988079071,0.5496689677238464,0.5641797184944153
v16.1_observation_vs_v16.2_final,450,4883,225,G2APS/D2_20_010290_9_train.jpg,0,G2APS,0,fix,0,1,205,4880,G2APS/S2_20_004228_6_train.jpg,1,G2APS,225,4883,G2APS/D2_20_010290_9_train.jpg,0,G2APS,4,1,3,0.08910643309354782,0.2151241898536682,0.1260177567601204,0.008021390065550804,0.0043923864141106606,-0.0036290036514401436,0.699999988079071,0.6148402094841003,0.5577178001403809
v16.1_observation_vs_v16.2_final,454,4883,227,G2APS/S2_20_005285_4_train.jpg,1,G2APS,0,fix,0,1,6844,6403,uavhuman/P074S19G10B30H40UC021000LC021000A147R0_09291917_059_bbx.jpg,0,uavhuman,227,4883,G2APS/S2_20_005285_4_train.jpg,1,G2APS,3,1,2,0.06807688623666763,0.18516339361667633,0.1170865073800087,0.0070588234812021255,0.006936416029930115,-0.0001224074512720108,0.5,0.5751217007637024,0.5897216200828552
v16.1_observation_vs_v16.2_final,455,4883,227,G2APS/S2_20_005285_4_train.jpg,1,G2APS,1,fix,0,1,1059,5029,G2APS/D4_30_009555_9_train.jpg,0,G2APS,227,4883,G2APS/S2_20_005285_4_train.jpg,1,G2APS,18,1,17,0.017111944034695625,0.18130625784397125,0.16419431380927563,0.005791505798697472,0.006042296066880226,0.0002507902681827545,0.699999988079071,0.5830146670341492,0.5826537609100342
v16.1_observation_vs_v16.2_final,459,4884,229,G2APS/S2_20_005285_0_train.jpg,1,G2APS,1,fix,0,1,3981,5748,AG-ReID.v2/gallery/P1173T04070A2/P1173T04070A2C3F03421.jpg,1,AG-ReID.v2,233,4884,G2APS/D2_20_010035_8_train.jpg,0,G2APS,5,1,4,0.4039072096347809,0.8263888955116272,0.4224816858768463,0.4615384638309479,0.6666666865348816,0.20512822270393372,0.8999999761581421,0.5789249539375305,0.6016329526901245
v16.1_observation_vs_v16.2_final,484,4886,242,G2APS/D2_30_000765_11_train.jpg,0,G2APS,0,fix,0,1,2625,5414,G2APS/D6_50_001350_2_train.jpg,0,G2APS,240,4886,G2APS/D2_30_000315_4_train.jpg,0,G2APS,2,1,1,0.2199029177427292,0.36679571866989136,0.14689280092716217,0.012944984249770641,0.008849557489156723,-0.004095426760613918,0.800000011920929,0.6166306734085083,0.6608325839042664
v16.1_observation_vs_v16.2_final,499,4887,249,G2APS/S2_30_000469_3_train.jpg,1,G2APS,1,fix,0,1,2212,5305,G2APS/D4_20_007230_4_train.jpg,0,G2APS,247,4887,G2APS/D2_30_000705_7_train.jpg,0,G2APS,3,1,2,0.26297369599342346,0.3967802822589874,0.13380658626556396,0.03141361102461815,0.02083333395421505,-0.010580277070403099,0.6000000238418579,0.5664165019989014,0.5459728837013245
v16.1_observation_vs_v16.2_final,503,4888,251,G2APS/D2_30_001170_0_train.jpg,0,G2APS,1,fix,0,1,1787,5189,G2APS/S2_20_002520_4_train.jpg,1,G2APS,255,4888,G2APS/S2_30_000791_1_train.jpg,1,G2APS,2,1,1,0.447186142206192,0.44856905937194824,0.0013829171657562256,0.4285714328289032,0.15000000596046448,-0.2785714268684387,0.800000011920929,0.6305468678474426,0.5875279903411865
v16.1_observation_vs_v16.2_final,516,4889,258,G2APS/D2_30_001770_0_train.jpg,0,G2APS,0,fix,0,1,2671,5432,G2APS/D8_40_001650_2_gallery.jpg,0,G2APS,258,4889,G2APS/D2_30_001770_0_train.jpg,0,G2APS,2,1,1,0.19047866761684418,0.30619433522224426,0.11571566760540009,0.0016224986175075173,0.00208405707962811,0.0004615584621205926,0.800000011920929,0.597861647605896,0.6070207953453064
v16.1_observation_vs_v16.2_final,519,4889,259,G2APS/S2_30_001106_0_train.jpg,1,G2APS,1,fix,0,1,1696,5166,G2APS/S9_30_002223_1_gallery.jpg,1,G2APS,259,4889,G2APS/S2_30_001106_0_train.jpg,1,G2APS,3,1,2,0.08846714347600937,0.22862738370895386,0.1401602402329445,0.011299435049295425,0.00972447358071804,-0.001574961468577385,0.5,0.5236456990242004,0.5169582366943359
v16.1_observation_vs_v16.2_final,545,4892,272,G2APS/D2_30_002880_14_train.jpg,0,G2APS,1,fix,0,1,5613,6089,PRAI-1581/00000110_0002_00000011.jpg,0,PRAI-1581,272,4892,G2APS/D2_30_002880_14_train.jpg,0,G2APS,2,1,1,0.13696472346782684,0.25596922636032104,0.1190045028924942,0.004429678898304701,0.002958579920232296,-0.0014710989780724049,0.4000000059604645,0.512858510017395,0.49858716130256653
v16.1_observation_vs_v16.2_final,560,4893,280,G2APS/S2_30_001911_1_train.jpg,1,G2APS,0,fix,0,1,1781,5188,G2APS/S2_20_002674_0_train.jpg,1,G2APS,280,4893,G2APS/S2_30_001911_1_train.jpg,1,G2APS,2,1,1,0.422566294670105,0.5881955623626709,0.16562926769256592,0.12765957415103912,0.06122449040412903,-0.0664350837469101,0.6000000238418579,0.6120347380638123,0.6195239424705505
v16.1_observation_vs_v16.2_final,562,4893,281,G2APS/S2_30_001904_1_train.jpg,1,G2APS,0,fix,0,1,1781,5188,G2APS/S2_20_002674_0_train.jpg,1,G2APS,280,4893,G2APS/S2_30_001911_1_train.jpg,1,G2APS,2,1,1,0.5906932950019836,0.5289298892021179,-0.06176340579986572,0.11320754885673523,0.04580152779817581,-0.06740602105855942,0.699999988079071,0.5819121599197388,0.5886641144752502
v16.1_observation_vs_v16.2_final,573,4894,286,G2APS/D2_30_003210_16_train.jpg,0,G2APS,1,fix,0,1,2302,5321,G2APS/D4_30_009705_3_train.jpg,0,G2APS,286,4894,G2APS/D2_30_003210_16_train.jpg,0,G2APS,2,1,1,0.20453867316246033,0.24528868496418,0.040750011801719666,0.0010912265861406922,0.0022614202462136745,0.0011701936600729823,0.6000000238418579,0.5466466546058655,0.5813246965408325
v16.1_observation_vs_v16.2_final,613,4898,306,G2APS/S2_30_002317_1_train.jpg,1,G2APS,1,fix,0,1,1043,5026,G2APS/D4_30_008520_3_train.jpg,0,G2APS,306,4898,G2APS/S2_30_002317_1_train.jpg,1,G2APS,3,1,2,0.09269002825021744,0.20494921505451202,0.11225918680429459,0.014962593093514442,0.021276595070958138,0.006314001977443695,0.6000000238418579,0.5366737842559814,0.5487701296806335
v16.1_observation_vs_v16.2_final,615,4898,307,G2APS/D2_30_004470_0_train.jpg,0,G2APS,1,fix,0,1,6503,6311,PRAI-1581/00001469_0002_00000012.jpg,0,PRAI-1581,308,4898,G2APS/D2_30_004410_1_train.jpg,0,G2APS,3,1,2,0.30586615204811096,0.44930556416511536,0.1434394121170044,0.2222222238779068,0.25,0.0277777761220932,0.699999988079071,0.5783699154853821,0.5756016373634338
v16.1_observation_vs_v16.2_final,616,4898,308,G2APS/D2_30_004410_1_train.jpg,0,G2APS,0,fix,0,1,1794,5190,G2APS/D2_20_005160_12_train.jpg,0,G2APS,308,4898,G2APS/D2_30_004410_1_train.jpg,0,G2APS,2,1,1,0.10471021384000778,0.20727424323558807,0.10256402939558029,0.00782268587499857,0.01583113521337509,0.008008449338376522,0.5,0.49507686495780945,0.5630764365196228
v16.1_observation_vs_v16.2_final,631,4899,315,G2APS/D2_30_005655_24_train.jpg,0,G2APS,1,fix,0,1,1841,5198,G2APS/D2_30_007755_2_train.jpg,0,G2APS,315,4899,G2APS/D2_30_005655_24_train.jpg,0,G2APS,2,1,1,0.21579961478710175,0.2782251238822937,0.062425509095191956,0.006185567006468773,0.005928853526711464,-0.00025671347975730896,0.699999988079071,0.5345868468284607,0.5418136119842529
v16.1_observation_vs_v16.2_final,639,4900,319,G2APS/D2_30_004845_32_train.jpg,0,G2APS,1,fix,0,1,2962,5506,G2APS/S3_40_001295_1_train.jpg,1,G2APS,319,4900,G2APS/D2_30_004845_32_train.jpg,0,G2APS,4,1,3,0.14328540861606598,0.28405243158340454,0.14076702296733856,0.004691164940595627,0.00817438680678606,0.0034832218661904335,0.8999999761581421,0.5995538830757141,0.6176247000694275
v16.1_observation_vs_v16.2_final,655,4901,327,G2APS/D2_30_005415_24_train.jpg,0,G2APS,1,fix,0,1,1617,5145,G2APS/S8_30_004970_4_gallery.jpg,1,G2APS,327,4901,G2APS/D2_30_005415_24_train.jpg,0,G2APS,2,1,1,0.11773958802223206,0.1883835345506668,0.07064394652843475,0.021739130839705467,0.011278195306658745,-0.010460935533046722,0.699999988079071,0.5032809972763062,0.5185893774032593
v16.1_observation_vs_v16.2_final,674,4903,337,G2APS/S2_30_003738_2_train.jpg,1,G2APS,0,fix,0,1,905,5001,G2APS/S4_30_001204_0_train.jpg,1,G2APS,337,4903,G2APS/S2_30_003738_2_train.jpg,1,G2APS,2,1,1,0.13826633989810944,0.2458510845899582,0.10758474469184875,0.0055350554175674915,0.009273570030927658,0.0037385146133601665,0.699999988079071,0.5417270660400391,0.5270228385925293
v16.1_observation_vs_v16.2_final,685,4904,342,G2APS/S2_30_004060_0_train.jpg,1,G2APS,1,fix,0,1,419,4918,G2APS/S2_50_001526_2_train.jpg,1,G2APS,344,4904,G2APS/S2_30_004018_2_train.jpg,1,G2APS,2,1,1,0.22349154949188232,0.2586243450641632,0.035132795572280884,0.019354838877916336,0.01796407252550125,-0.0013907663524150848,0.699999988079071,0.6591883301734924,0.650048553943634
v16.1_observation_vs_v16.2_final,702,4905,351,G2APS/D2_30_007095_3_train.jpg,0,G2APS,0,fix,0,1,1355,5080,G2APS/D6_30_001980_3_train.jpg,0,G2APS,351,4905,G2APS/D2_30_007095_3_train.jpg,0,G2APS,2,1,1,0.12046077102422714,0.21652500331401825,0.09606423228979111,0.001623376621864736,0.0018132366240024567,0.00018986000213772058,0.800000011920929,0.5941285490989685,0.5798320174217224
v16.1_observation_vs_v16.2_final,725,4907,362,G2APS/S2_30_003906_6_train.jpg,1,G2APS,1,fix,0,1,1622,5147,G2APS/D8_40_001050_5_gallery.jpg,0,G2APS,362,4907,G2APS/S2_30_003906_6_train.jpg,1,G2APS,2,1,1,0.12418931722640991,0.1956748366355896,0.07148551940917969,0.00937500037252903,0.008683067746460438,-0.0006919326260685921,0.699999988079071,0.5674843788146973,0.6051477789878845
v16.1_observation_vs_v16.2_final,742,4909,371,G2APS/D2_30_008160_0_train.jpg,0,G2APS,0,fix,0,1,2108,5272,G2APS/S3_40_000035_1_train.jpg,1,G2APS,371,4909,G2APS/D2_30_008160_0_train.jpg,0,G2APS,2,1,1,0.14436668157577515,0.1977381706237793,0.05337148904800415,0.019108280539512634,0.0139860138297081,-0.005122266709804535,0.699999988079071,0.5611355900764465,0.5388131141662598
v16.1_observation_vs_v16.2_final,750,4910,375,G2APS/D2_30_008925_1_train.jpg,0,G2APS,0,fix,0,1,1465,5103,G2APS/D7_20_003975_8_gallery.jpg,0,G2APS,375,4910,G2APS/D2_30_008925_1_train.jpg,0,G2APS,2,1,1,0.372113972902298,0.5178871750831604,0.14577320218086243,0.2857142984867096,0.3333333432674408,0.0476190447807312,0.8999999761581421,0.5986199378967285,0.602107048034668
v16.1_observation_vs_v16.2_final,760,4910,380,G2APS/D2_30_009390_10_train.jpg,0,G2APS,0,fix,0,1,5732,6118,PRAI-1581/00000290_0002_00000000.jpg,0,PRAI-1581,378,4910,G2APS/D2_30_009015_2_train.jpg,0,G2APS,2,1,1,0.38830533623695374,0.5341130495071411,0.14580771327018738,0.2857142984867096,0.31578946113586426,0.030075162649154663,0.800000011920929,0.6134331822395325,0.6225012540817261
v16.1_observation_vs_v16.2_final,797,4914,398,G2APS/D2_40_003945_7_train.jpg,0,G2APS,1,fix,0,1,1226,5058,G2APS/D5_30_002655_4_train.jpg,0,G2APS,398,4914,G2APS/D2_40_003945_7_train.jpg,0,G2APS,2,1,1,0.1273651123046875,0.25207045674324036,0.12470534443855286,0.003016591304913163,0.002610966097563505,-0.000405625207349658,0.5,0.5099189281463623,0.5160176753997803
v16.1_observation_vs_v16.2_final,799,4914,399,G2APS/S2_40_002156_4_train.jpg,1,G2APS,1,fix,0,1,2681,5441,G2APS/S2_20_001169_6_train.jpg,1,G2APS,399,4914,G2APS/S2_40_002156_4_train.jpg,1,G2APS,2,1,1,0.14666365087032318,0.27301082015037537,0.12634716928005219,0.004813477862626314,0.005284016020596027,0.0004705381579697132,0.5,0.5331732630729675,0.5362961292266846
v16.1_observation_vs_v16.2_final,814,4916,407,G2APS/S2_40_003437_1_train.jpg,1,G2APS,0,fix,0,1,7169,6489,uavhuman/P106S04G10B00H40UC021000LC021000A054R0_09261734_003_bbx.jpg,0,uavhuman,407,4916,G2APS/S2_40_003437_1_train.jpg,1,G2APS,2,1,1,0.11104762554168701,0.22918502986431122,0.1181374043226242,0.001054852269589901,0.0014459225349128246,0.00039107026532292366,0.699999988079071,0.5031960606575012,0.5357865691184998
v16.1_observation_vs_v16.2_final,822,4916,411,G2APS/S2_40_003444_1_train.jpg,1,G2APS,0,fix,0,1,2961,5506,G2APS/S3_40_001302_1_train.jpg,1,G2APS,411,4916,G2APS/S2_40_003444_1_train.jpg,1,G2APS,2,1,1,0.10261255502700806,0.20313315093517303,0.10052059590816498,0.0012534470297396183,0.0015688735293224454,0.0003154264995828271,0.699999988079071,0.549842894077301,0.6095763444900513
v16.1_observation_vs_v16.2_final,838,4918,419,G2APS/S2_50_001526_2_train.jpg,1,G2APS,0,fix,0,1,209,4880,G2APS/S2_20_004340_0_train.jpg,1,G2APS,419,4918,G2APS/S2_50_001526_2_train.jpg,1,G2APS,3,1,2,0.07622068375349045,0.1885014772415161,0.11228079348802567,0.014778325334191322,0.02054794505238533,0.005769619718194008,0.800000011920929,0.5508273839950562,0.5857904553413391
v16.1_observation_vs_v16.2_final,839,4918,419,G2APS/S2_50_001526_2_train.jpg,1,G2APS,1,fix,0,1,2108,5272,G2APS/S3_40_000035_1_train.jpg,1,G2APS,419,4918,G2APS/S2_50_001526_2_train.jpg,1,G2APS,2,1,1,0.17042361199855804,0.22918260097503662,0.05875898897647858,0.06315789371728897,0.06976744532585144,0.0066095516085624695,0.800000011920929,0.5821603536605835,0.5823906064033508
v16.1_observation_vs_v16.2_final,872,4921,436,G2APS/D3_20_000180_15_train.jpg,0,G2APS,0,fix,0,1,5788,6132,PRAI-1581/00000341_0001_00000001.jpg,0,PRAI-1581,436,4921,G2APS/D3_20_000180_15_train.jpg,0,G2APS,2,1,1,0.18871863186359406,0.23429381847381592,0.04557518661022186,0.0027149321977049112,0.0021574972197413445,-0.0005574349779635668,0.699999988079071,0.6076807975769043,0.5996283888816833
v16.1_observation_vs_v16.2_final,876,4921,438,G2APS/D3_20_000270_15_train.jpg,0,G2APS,0,fix,0,1,5788,6132,PRAI-1581/00000341_0001_00000001.jpg,0,PRAI-1581,441,4921,G2APS/D3_20_000120_15_train.jpg,0,G2APS,2,1,1,0.2613743841648102,0.4443991184234619,0.18302473425865173,0.013667426072061062,0.017094017937779427,0.0034265918657183647,0.8999999761581421,0.6473990082740784,0.658983051776886
