comparison,query_index,query_pid,query_source_image_index,query_source_image_path,query_view,query_source,caption_in_image,category,base_correct,candidate_correct,base_top1_index,base_top1_pid,base_top1_path,base_top1_view,base_top1_source,candidate_top1_index,candidate_top1_pid,candidate_top1_path,candidate_top1_view,candidate_top1_source,base_best_positive_rank,candidate_best_positive_rank,rank_improvement,base_ap,candidate_ap,ap_delta,base_inp,candidate_inp,inp_delta,top10_overlap,base_top1_score,candidate_top1_score
v16.1_observation_vs_v16.2_final,85,4847,42,G2APS/D1_30_000090_7_train.jpg,0,G2APS,1,stable_wrong,0,0,6012,6188,PRAI-1581/00000649_0001_00000003.jpg,0,PRAI-1581,6012,6188,PRAI-1581/00000649_0001_00000003.jpg,0,PRAI-1581,188,130,58,0.003968462813645601,0.0039061016868799925,-6.236112676560879e-05,0.0016402405453845859,0.0014309564139693975,-0.0002092841314151883,0.800000011920929,0.5962294340133667,0.5862417817115784
v16.1_observation_vs_v16.2_final,88,4847,44,G2APS/D1_30_000705_7_train.jpg,0,G2APS,0,fix,0,1,2437,5364,G2APS/S4_50_000280_1_train.jpg,1,G2APS,44,4847,G2APS/D1_30_000705_7_train.jpg,0,G2APS,2,1,1,0.16726262867450714,0.2690805494785309,0.10181792080402374,0.0810810774564743,0.06382978707551956,-0.017251290380954742,0.800000011920929,0.5182006359100342,0.5281635522842407
v16.1_observation_vs_v16.2_final,89,4847,44,G2APS/D1_30_000705_7_train.jpg,0,G2APS,1,stable_wrong,0,0,1051,5027,G2APS/D4_30_009015_1_train.jpg,0,G2APS,2135,5282,G2APS/S3_40_001211_3_train.jpg,1,G2APS,228,217,11,0.004636390134692192,0.003042779862880707,-0.0015936102718114853,0.0023121386766433716,0.002206693636253476,-0.00010544504038989544,0.5,0.4976869821548462,0.5038836002349854
v16.1_observation_vs_v16.2_final,93,4847,46,G2APS/D1_30_000000_8_train.jpg,0,G2APS,1,stable_wrong,0,0,2222,5306,G2APS/S4_20_004445_1_train.jpg,1,G2APS,2222,5306,G2APS/S4_20_004445_1_train.jpg,1,G2APS,81,34,47,0.017617186531424522,0.023593464866280556,0.005976278334856033,0.017699114978313446,0.012269938364624977,-0.005429176613688469,0.5,0.5713232159614563,0.5406196117401123
v16.1_observation_vs_v16.2_final,97,4848,48,G2APS/D1_30_002430_1_train.jpg,0,G2APS,1,stable_wrong,0,0,7650,6641,Market/1069_c2s3_016207_00.jpg,1,Market,7413,6562,Market/0967_c6s2_115568_00.jpg,1,Market,7,5,2,0.2187349796295166,0.1502801775932312,-0.0684548020362854,0.2142857164144516,0.1304347813129425,-0.0838509351015091,0.8999999761581421,0.5620527863502502,0.5540183782577515
v16.1_observation_vs_v16.2_final,110,4849,55,G2APS/D1_30_001875_4_train.jpg,0,G2APS,0,stable_wrong,0,0,1184,5051,G2APS/D5_30_001605_1_train.jpg,0,G2APS,1184,5051,G2APS/D5_30_001605_1_train.jpg,0,G2APS,10,3,7,0.14444445073604584,0.22892720997333527,0.08448275923728943,0.1666666716337204,0.1034482792019844,-0.06321839243173599,0.6000000238418579,0.5198366641998291,0.5163946747779846
v16.1_observation_vs_v16.2_final,111,4849,55,G2APS/D1_30_001875_4_train.jpg,0,G2APS,1,stable_wrong,0,0,1432,5094,G2APS/S7_20_000259_0_gallery.jpg,1,G2APS,916,5003,G2APS/S4_30_001190_4_train.jpg,1,G2APS,46,17,29,0.03677414730191231,0.08033659309148788,0.04356244578957558,0.050847455859184265,0.07692307978868484,0.02607562392950058,0.800000011920929,0.5288144946098328,0.516724169254303
v16.1_observation_vs_v16.2_final,114,4850,57,G2APS/D1_30_001815_11_train.jpg,0,G2APS,0,stable_wrong,0,0,2258,5313,G2APS/D4_30_003225_12_train.jpg,0,G2APS,2258,5313,G2APS/D4_30_003225_12_train.jpg,0,G2APS,28,18,10,0.015645986422896385,0.02618706226348877,0.010541075840592384,0.0013253811048343778,0.002037697471678257,0.0007123163668438792,0.800000011920929,0.5740700364112854,0.6006234884262085
v16.1_observation_vs_v16.2_final,115,4850,57,G2APS/D1_30_001815_11_train.jpg,0,G2APS,1,stable_wrong,0,0,2781,5458,G2APS/D5_20_004755_0_train.jpg,0,G2APS,1800,5191,G2APS/D2_20_006465_10_train.jpg,0,G2APS,41,18,23,0.018890414386987686,0.04463516175746918,0.02574474737048149,0.004689331632107496,0.00522193219512701,0.0005326005630195141,0.699999988079071,0.5979517698287964,0.6256911158561707
v16.1_observation_vs_v16.2_final,117,4850,58,G2APS/S1_30_000987_2_train.jpg,1,G2APS,1,fix,0,1,831,4988,G2APS/S4_20_004473_4_train.jpg,1,G2APS,58,4850,G2APS/S1_30_000987_2_train.jpg,1,G2APS,4,1,3,0.07297208160161972,0.261169970035553,0.18819788843393326,0.012738853693008423,0.01133144460618496,-0.0014074090868234634,0.699999988079071,0.5594092607498169,0.5401430726051331
v16.1_observation_vs_v16.2_final,118,4850,59,G2APS/D1_30_001845_11_train.jpg,0,G2APS,0,stable_wrong,0,0,2779,5458,G2APS/D5_20_004740_0_train.jpg,0,G2APS,2779,5458,G2APS/D5_20_004740_0_train.jpg,0,G2APS,439,167,272,0.0016550412401556969,0.00453250203281641,0.002877460792660713,0.0009025270701386034,0.0014030165039002895,0.0005004894337616861,0.6000000238418579,0.5413371324539185,0.5159356594085693
v16.1_observation_vs_v16.2_final,121,4850,60,G2APS/D1_30_001830_11_train.jpg,0,G2APS,1,stable_wrong,0,0,2781,5458,G2APS/D5_20_004755_0_train.jpg,0,G2APS,2779,5458,G2APS/D5_20_004740_0_train.jpg,0,G2APS,37,8,29,0.01982930488884449,0.07529951632022858,0.05547021143138409,0.0019762846641242504,0.003838771488517523,0.0018624868243932724,0.6000000238418579,0.5819939374923706,0.5382376909255981
v16.1_observation_vs_v16.2_final,122,4851,61,G2APS/D1_30_002565_0_train.jpg,0,G2APS,0,stable_wrong,0,0,82,4856,G2APS/D1_30_003810_1_train.jpg,0,G2APS,2764,5455,G2APS/D4_30_009990_8_train.jpg,0,G2APS,11,2,9,0.07073834538459778,0.23766233026981354,0.16692398488521576,0.01604278013110161,0.012987012974917889,-0.0030557671561837196,0.4000000059604645,0.5931336283683777,0.606765866279602
v16.1_observation_vs_v16.2_final,123,4851,61,G2APS/D1_30_002565_0_train.jpg,0,G2APS,1,stable_wrong,0,0,1394,5087,G2APS/S6_30_002352_0_train.jpg,1,G2APS,1394,5087,G2APS/S6_30_002352_0_train.jpg,1,G2APS,171,170,1,0.009357606992125511,0.010443498380482197,0.0010858913883566856,0.013215859420597553,0.014084506779909134,0.0008686473593115807,0.6000000238418579,0.5238704085350037,0.5545796751976013
v16.1_observation_vs_v16.2_final,126,4851,63,G2APS/D1_30_002505_2_train.jpg,0,G2APS,0,stable_wrong,0,0,5774,6129,PRAI-1581/00000335_0001_00000000.jpg,0,PRAI-1581,2540,5391,G2APS/D5_40_002010_2_train.jpg,0,G2APS,242,29,213,0.004118942189961672,0.01752842217683792,0.01340947998687625,0.0026690391823649406,0.003816793905571103,0.0011477547232061625,0.5,0.5663734674453735,0.5404113531112671
v16.1_observation_vs_v16.2_final,129,4852,64,G2APS/D1_30_002460_4_train.jpg,0,G2APS,1,fix,0,1,934,5006,G2APS/D4_30_003255_14_train.jpg,0,G2APS,68,4852,G2APS/D1_30_002445_4_train.jpg,0,G2APS,2,1,1,0.17936892807483673,0.3463827073574066,0.16701377928256989,0.0016556291375309229,0.0016825575148686767,2.6928377337753773e-05,0.5,0.546705961227417,0.5595492124557495
v16.1_observation_vs_v16.2_final,133,4852,66,G2APS/D1_30_002415_4_train.jpg,0,G2APS,1,stable_wrong,0,0,96,4860,G2APS/D1_30_005115_2_train.jpg,0,G2APS,96,4860,G2APS/D1_30_005115_2_train.jpg,0,G2APS,67,14,53,0.009293009527027607,0.018971359357237816,0.009678349830210209,0.0009114385466091335,0.0010164323030039668,0.00010499375639483333,0.30000001192092896,0.4941495656967163,0.5109595656394958
v16.1_observation_vs_v16.2_final,151,4854,75,G2APS/D1_30_003705_1_train.jpg,0,G2APS,1,stable_wrong,0,0,2273,5315,G2APS/D4_30_004500_9_train.jpg,0,G2APS,2021,5245,G2APS/D3_30_005865_5_train.jpg,0,G2APS,537,202,335,0.0012158367317169905,0.00302229356020689,0.0018064568284898996,0.0005694761057384312,0.0010940919164568186,0.0005246158107183874,0.6000000238418579,0.537910521030426,0.5048179626464844
v16.1_observation_vs_v16.2_final,152,4854,76,G2APS/D1_30_003675_2_train.jpg,0,G2APS,0,stable_wrong,0,0,348,4905,G2APS/S2_30_003745_4_train.jpg,1,G2APS,348,4905,G2APS/S2_30_003745_4_train.jpg,1,G2APS,5,4,1,0.21111111342906952,0.2916666865348816,0.08055557310581207,0.2222222238779068,0.3333333432674408,0.111111119389534,0.8999999761581421,0.5674481987953186,0.5719608068466187
v16.1_observation_vs_v16.2_final,153,4854,76,G2APS/D1_30_003675_2_train.jpg,0,G2APS,1,stable_wrong,0,0,1594,5139,G2APS/D8_20_010545_0_gallery.jpg,0,G2APS,1594,5139,G2APS/D8_20_010545_0_gallery.jpg,0,G2APS,20,12,8,0.031172839924693108,0.05219298601150513,0.02102014608681202,0.012345679104328156,0.021052632480859756,0.008706953376531601,0.5,0.598269522190094,0.6032878160476685
v16.1_observation_vs_v16.2_final,154,4855,77,G2APS/D1_30_003675_3_train.jpg,0,G2APS,0,fix,0,1,56,4849,G2APS/D1_30_001845_3_train.jpg,0,G2APS,77,4855,G2APS/D1_30_003675_3_train.jpg,0,G2APS,2,1,1,0.5,1.0,0.5,0.5,1.0,0.5,0.4000000059604645,0.4931546151638031,0.473591148853302
v16.1_observation_vs_v16.2_final,155,4855,77,G2APS/D1_30_003675_3_train.jpg,0,G2APS,1,stable_wrong,0,0,1885,5211,G2APS/D2_40_006165_10_train.jpg,0,G2APS,325,4901,G2APS/D2_30_005100_1_train.jpg,0,G2APS,88,86,2,0.011363636702299118,0.011627906933426857,0.00026427023112773895,0.011363636702299118,0.011627906933426857,0.00026427023112773895,0.4000000059604645,0.5085394382476807,0.533526599407196
v16.1_observation_vs_v16.2_final,156,4856,78,G2APS/D1_30_003780_1_train.jpg,0,G2APS,0,fix,0,1,6287,6257,PRAI-1581/00001102_0001_00000013.jpg,0,PRAI-1581,78,4856,G2APS/D1_30_003780_1_train.jpg,0,G2APS,3,1,2,0.13247409462928772,0.2850273549556732,0.1525532603263855,0.00324324332177639,0.002914035925641656,-0.00032920739613473415,0.6000000238418579,0.5572340488433838,0.5874279141426086
v16.1_observation_vs_v16.2_final,161,4856,80,G2APS/D1_30_003720_2_train.jpg,0,G2APS,1,stable_wrong,0,0,5571,6078,PRAI-1581/00000050_0001_00000000.jpg,0,PRAI-1581,5571,6078,PRAI-1581/00000050_0001_00000000.jpg,0,PRAI-1581,19,9,10,0.02732889913022518,0.04744097962975502,0.02011208049952984,0.0022091311402618885,0.002842254936695099,0.0006331237964332104,0.5,0.5066297650337219,0.5364781618118286
v16.1_observation_vs_v16.2_final,169,4857,84,G2APS/D1_30_004710_2_train.jpg,0,G2APS,1,fix,0,1,866,4994,G2APS/S4_30_000315_1_train.jpg,1,G2APS,84,4857,G2APS/D1_30_004710_2_train.jpg,0,G2APS,2,1,1,0.2893773019313812,0.429824560880661,0.14044725894927979,0.2142857164144516,0.03947368264198303,-0.17481203377246857,0.6000000238418579,0.4835788905620575,0.45478886365890503
v16.1_observation_vs_v16.2_final,170,4857,85,G2APS/D1_30_004485_1_train.jpg,0,G2APS,0,stable_wrong,0,0,2199,5303,G2APS/S4_20_001407_1_train.jpg,1,G2APS,2332,5329,G2APS/S4_40_000371_1_train.jpg,1,G2APS,21,13,8,0.04104642570018768,0.05536779761314392,0.014321371912956238,0.032967034727334976,0.04918032884597778,0.016213294118642807,0.5,0.5530608296394348,0.5118017792701721
v16.1_observation_vs_v16.2_final,171,4857,85,G2APS/D1_30_004485_1_train.jpg,0,G2APS,1,stable_wrong,0,0,1013,5020,G2APS/D4_30_005445_4_train.jpg,0,G2APS,2429,5361,G2APS/S4_50_000112_2_train.jpg,1,G2APS,145,112,33,0.004820778500288725,0.005061821546405554,0.00024104304611682892,0.001700680237263441,0.001402524532750249,-0.0002981557045131922,0.5,0.5250243544578552,0.4550125002861023
v16.1_observation_vs_v16.2_final,177,4858,88,G2APS/S1_30_002345_0_train.jpg,1,G2APS,1,stable_wrong,0,0,6476,6305,PRAI-1581/00001419_0001_00000000.jpg,0,PRAI-1581,6428,6293,PRAI-1581/00001338_0002_00000001.jpg,0,PRAI-1581,30,18,12,0.02184128202497959,0.03132198750972748,0.009480705484747887,0.001224589766934514,0.0016254876973107457,0.00040089793037623167,0.800000011920929,0.6215931177139282,0.5919036269187927
v16.1_observation_vs_v16.2_final,181,4858,90,G2APS/D1_30_004605_0_train.jpg,0,G2APS,1,stable_wrong,0,0,1023,5022,G2APS/D4_30_007380_6_train.jpg,0,G2APS,622,4953,G2APS/D3_30_005295_5_train.jpg,0,G2APS,200,99,101,0.0033898507244884968,0.0057287635281682014,0.0023389128036797047,0.0013931457651779056,0.0014112334465608,1.8087681382894516e-05,0.4000000059604645,0.5120207071304321,0.5084237456321716
v16.1_observation_vs_v16.2_final,186,4859,93,G2APS/S1_30_002674_0_train.jpg,1,G2APS,0,stable_wrong,0,0,1919,5220,G2APS/D3_20_001755_3_train.jpg,0,G2APS,1919,5220,G2APS/D3_20_001755_3_train.jpg,0,G2APS,3,2,1,0.23688936233520508,0.4642857313156128,0.22739636898040771,0.0625,0.190476194024086,0.127976194024086,0.699999988079071,0.6248570084571838,0.6403523683547974
v16.1_observation_vs_v16.2_final,187,4859,93,G2APS/S1_30_002674_0_train.jpg,1,G2APS,1,stable_wrong,0,0,738,4973,G2APS/S4_20_001834_3_train.jpg,1,G2APS,88,4858,G2APS/S1_30_002345_0_train.jpg,1,G2APS,3,2,1,0.20445632934570312,0.3068680167198181,0.10241168737411499,0.0117647061124444,0.019138755276799202,0.007374049164354801,0.800000011920929,0.5595405101776123,0.594640851020813
v16.1_observation_vs_v16.2_final,188,4859,94,G2APS/D1_30_005205_0_train.jpg,0,G2APS,0,fix,0,1,1807,5192,G2APS/S2_20_005054_0_train.jpg,1,G2APS,94,4859,G2APS/D1_30_005205_0_train.jpg,0,G2APS,3,1,2,0.2452957034111023,0.7663934230804443,0.521097719669342,0.06451612710952759,0.06557376682758331,0.001057639718055725,0.6000000238418579,0.5090040564537048,0.5545668005943298
v16.1_observation_vs_v16.2_final,191,4859,95,G2APS/D1_30_005190_0_train.jpg,0,G2APS,1,stable_wrong,0,0,6097,6210,PRAI-1581/00000789_0001_00000000.jpg,0,PRAI-1581,6097,6210,PRAI-1581/00000789_0001_00000000.jpg,0,PRAI-1581,60,20,40,0.016321908682584763,0.029132269322872162,0.0128103606402874,0.012861736118793488,0.02010050229728222,0.007238766178488731,0.6000000238418579,0.5543022155761719,0.5335955619812012
v16.1_observation_vs_v16.2_final,192,4860,96,G2APS/D1_30_005115_2_train.jpg,0,G2APS,0,fix,0,1,2781,5458,G2APS/D5_20_004755_0_train.jpg,0,G2APS,96,4860,G2APS/D1_30_005115_2_train.jpg,0,G2APS,5,1,4,0.06832001358270645,0.23718644678592682,0.16886643320322037,0.012631579302251339,0.009077155962586403,-0.003554423339664936,0.699999988079071,0.5440551042556763,0.5839495658874512
v16.1_observation_vs_v16.2_final,193,4860,96,G2APS/D1_30_005115_2_train.jpg,0,G2APS,1,stable_wrong,0,0,329,4902,G2APS/D2_30_006315_13_train.jpg,0,G2APS,329,4902,G2APS/D2_30_006315_13_train.jpg,0,G2APS,25,6,19,0.015808893367648125,0.03817874565720558,0.022369852289557457,0.0036231884732842445,0.005708848591893911,0.002085660118609667,0.4000000059604645,0.6141805648803711,0.6016303300857544
v16.1_observation_vs_v16.2_final,194,4860,97,G2APS/D1_30_005220_1_train.jpg,0,G2APS,0,stable_wrong,0,0,2674,5435,G2APS/S8_50_000385_3_gallery.jpg,1,G2APS,2859,5476,G2APS/D8_20_009825_1_gallery.jpg,0,G2APS,7,6,1,0.041611265391111374,0.040834758430719376,-0.0007765069603919983,0.005244755186140537,0.0080106807872653,0.0027659256011247635,0.6000000238418579,0.5249857902526855,0.5335285663604736
v16.1_observation_vs_v16.2_final,195,4860,97,G2APS/D1_30_005220_1_train.jpg,0,G2APS,1,stable_wrong,0,0,1800,5191,G2APS/D2_20_006465_10_train.jpg,0,G2APS,5725,6117,PRAI-1581/00000279_0001_00000001.jpg,0,PRAI-1581,17,11,6,0.03196234628558159,0.0510098822414875,0.019047535955905914,0.008875739760696888,0.009230769239366055,0.00035502947866916656,0.6000000238418579,0.5706307888031006,0.5537285208702087
v16.1_observation_vs_v16.2_final,197,4860,98,G2APS/S1_30_002702_6_train.jpg,1,G2APS,1,stable_wrong,0,0,282,4894,G2APS/S2_30_001736_3_train.jpg,1,G2APS,275,4892,G2APS/S2_30_001624_1_train.jpg,1,G2APS,38,20,18,0.01644095592200756,0.02606683038175106,0.0096258744597435,0.0018159806495532393,0.0020332091953605413,0.000217228545807302,0.6000000238418579,0.5416337847709656,0.5317395329475403
v16.1_observation_vs_v16.2_final,203,4860,101,G2APS/S1_30_002695_4_train.jpg,1,G2APS,1,stable_wrong,0,0,1064,5029,G2APS/D4_30_009390_9_train.jpg,0,G2APS,1064,5029,G2APS/D4_30_009390_9_train.jpg,0,G2APS,23,13,10,0.027069808915257454,0.028878524899482727,0.0018087159842252731,0.004228329751640558,0.0026845638640224934,-0.0015437658876180649,0.6000000238418579,0.4839015305042267,0.4930325448513031
v16.1_observation_vs_v16.2_final,205,4861,102,G2APS/D1_41_000960_3_train.jpg,0,G2APS,1,stable_wrong,0,0,1711,5170,G2APS/D9_30_005130_6_gallery.jpg,0,G2APS,1711,5170,G2APS/D9_30_005130_6_gallery.jpg,0,G2APS,74,50,24,0.01536682527512312,0.013854333199560642,-0.0015124920755624771,0.008196720853447914,0.007957560010254383,-0.00023916084319353104,0.699999988079071,0.5115565657615662,0.5146471261978149
v16.1_observation_vs_v16.2_final,207,4861,103,G2APS/S1_41_000504_1_train.jpg,1,G2APS,1,stable_wrong,0,0,2978,5511,G2APS/S3_40_002534_5_train.jpg,1,G2APS,2978,5511,G2APS/S3_40_002534_5_train.jpg,1,G2APS,10,5,5,0.06634461134672165,0.11149425059556961,0.04514963924884796,0.0555555559694767,0.03448275849223137,-0.02107279747724533,0.5,0.4948936998844147,0.49599772691726685
v16.1_observation_vs_v16.2_final,208,4861,104,G2APS/S1_41_000497_2_train.jpg,1,G2APS,0,fix,0,1,2232,5308,G2APS/S4_20_004823_5_train.jpg,1,G2APS,104,4861,G2APS/S1_41_000497_2_train.jpg,1,G2APS,2,1,1,0.257689893245697,0.5291666388511658,0.27147674560546875,0.050847455859184265,0.1875,0.13665254414081573,0.6000000238418579,0.5888228416442871,0.5527759194374084
v16.1_observation_vs_v16.2_final,209,4861,104,G2APS/S1_41_000497_2_train.jpg,1,G2APS,1,stable_wrong,0,0,2769,5455,G2APS/S4_30_005194_5_train.jpg,1,G2APS,2769,5455,G2APS/S4_30_005194_5_train.jpg,1,G2APS,257,203,54,0.0032616928219795227,0.005688304081559181,0.0024266112595796585,0.001683501643128693,0.00514579750597477,0.0034622958628460765,0.699999988079071,0.5407848358154297,0.5423658490180969
