comparison,query_index,query_pid,query_source_image_index,query_source_image_path,query_view,query_source,caption_in_image,category,base_correct,candidate_correct,base_top1_index,base_top1_pid,base_top1_path,base_top1_view,base_top1_source,candidate_top1_index,candidate_top1_pid,candidate_top1_path,candidate_top1_view,candidate_top1_source,base_best_positive_rank,candidate_best_positive_rank,rank_improvement,base_ap,candidate_ap,ap_delta,base_inp,candidate_inp,inp_delta,top10_overlap,base_top1_score,candidate_top1_score,identity_residual_on_base_top1,identity_residual_on_candidate_top1,identity_residual_on_source_image,identity_contribution_on_base_top1,identity_contribution_on_candidate_top1,identity_contribution_on_source_image
v16.2_observation_vs_v16.2_final,77,4846,38,G2APS/D1_30_000045_0_train.jpg,0,G2APS,1,stable_wrong,0,0,1439,5096,G2APS/D7_20_001410_11_gallery.jpg,0,G2APS,1439,5096,G2APS/D7_20_001410_11_gallery.jpg,0,G2APS,50,49,1,0.012121465988457203,0.012512385845184326,0.00039091985672712326,0.00249272957444191,0.0026223775930702686,0.00012964801862835884,0.8999999761581421,0.6300113797187805,0.6140510439872742,-0.14266112446784973,-0.14266112446784973,-0.09528923034667969,-0.015958208314833744,-0.015958208314833744,-0.01065914343311647
v16.2_observation_vs_v16.2_final,84,4847,42,G2APS/D1_30_000090_7_train.jpg,0,G2APS,0,stable_wrong,0,0,2640,5418,G2APS/S6_50_000945_5_train.jpg,1,G2APS,2640,5418,G2APS/S6_50_000945_5_train.jpg,1,G2APS,361,321,40,0.003999240696430206,0.0042450618930161,0.00024582119658589363,0.004267425276339054,0.004658385179936886,0.0003909599035978317,0.8999999761581421,0.5678608417510986,0.5561361908912659,-0.10507005453109741,-0.10507005453109741,0.029363542795181274,-0.011753235677292473,-0.011753235677292473,0.0032846336697187617
v16.2_observation_vs_v16.2_final,85,4847,42,G2APS/D1_30_000090_7_train.jpg,0,G2APS,1,stable_wrong,0,0,6012,6188,PRAI-1581/00000649_0001_00000003.jpg,0,PRAI-1581,6012,6188,PRAI-1581/00000649_0001_00000003.jpg,0,PRAI-1581,136,130,6,0.0037223126273602247,0.0039061016868799925,0.00018378905951976776,0.0013777267886325717,0.0014309564139693975,5.322962533682585e-05,1.0,0.5980482697486877,0.5862417817115784,-0.10583987832069397,-0.10583987832069397,0.030221477150917053,-0.011839348894512103,-0.011839348894512103,0.003380603018203532
v16.2_observation_vs_v16.2_final,89,4847,44,G2APS/D1_30_000705_7_train.jpg,0,G2APS,1,stable_wrong,0,0,2135,5282,G2APS/S3_40_001211_3_train.jpg,1,G2APS,2135,5282,G2APS/S3_40_001211_3_train.jpg,1,G2APS,243,217,26,0.002811311511322856,0.003042779862880707,0.00023146835155785084,0.002098635770380497,0.002206693636253476,0.00010805786587297916,1.0,0.5195224285125732,0.5038836002349854,-0.1396142840385437,-0.1396142840385437,0.04565593600273132,-0.015617385862646493,-0.015617385862646493,0.005107116183599825
v16.2_observation_vs_v16.2_final,93,4847,46,G2APS/D1_30_000000_8_train.jpg,0,G2APS,1,stable_wrong,0,0,2222,5306,G2APS/S4_20_004445_1_train.jpg,1,G2APS,2222,5306,G2APS/S4_20_004445_1_train.jpg,1,G2APS,35,34,1,0.02086072601377964,0.023593464866280556,0.0027327388525009155,0.009852216579020023,0.012269938364624977,0.0024177217856049538,0.8999999761581421,0.5424630641937256,0.5406196117401123,-0.016483724117279053,-0.016483724117279053,0.048809051513671875,-0.001843884970408105,-0.001843884970408105,0.005459826666935896
v16.2_observation_vs_v16.2_final,111,4849,55,G2APS/D1_30_001875_4_train.jpg,0,G2APS,1,stable_wrong,0,0,916,5003,G2APS/S4_30_001190_4_train.jpg,1,G2APS,916,5003,G2APS/S4_30_001190_4_train.jpg,1,G2APS,20,17,3,0.06451355665922165,0.08033659309148788,0.015823036432266235,0.05263157933950424,0.07692307978868484,0.024291500449180603,1.0,0.5201605558395386,0.516724169254303,-0.030724406242370605,-0.030724406242370605,0.09793972969055176,-0.003436861142054326,-0.003436861142054326,0.010955630796619431
v16.2_observation_vs_v16.2_final,114,4850,57,G2APS/D1_30_001815_11_train.jpg,0,G2APS,0,stable_wrong,0,0,2258,5313,G2APS/D4_30_003225_12_train.jpg,0,G2APS,2258,5313,G2APS/D4_30_003225_12_train.jpg,0,G2APS,21,18,3,0.02366892248392105,0.02618706226348877,0.0025181397795677185,0.0018596001900732517,0.002037697471678257,0.00017809728160500526,1.0,0.6232381463050842,0.6006234884262085,-0.2017618715763092,-0.2017618715763092,-0.13661982119083405,-0.02256927378510243,-0.02256927378510243,-0.01528242241627642
v16.2_observation_vs_v16.2_final,115,4850,57,G2APS/D1_30_001815_11_train.jpg,0,G2APS,1,stable_wrong,0,0,1800,5191,G2APS/D2_20_006465_10_train.jpg,0,G2APS,1800,5191,G2APS/D2_20_006465_10_train.jpg,0,G2APS,20,18,2,0.04012507572770119,0.04463516175746918,0.00451008602976799,0.004232804290950298,0.00522193219512701,0.000989127904176712,0.8999999761581421,0.6356934905052185,0.6256911158561707,-0.08915650844573975,-0.08915650844573975,0.08481085300445557,-0.009973131360821341,-0.009973131360821341,0.00948702223294795
v16.2_observation_vs_v16.2_final,118,4850,59,G2APS/D1_30_001845_11_train.jpg,0,G2APS,0,stable_wrong,0,0,2779,5458,G2APS/D5_20_004740_0_train.jpg,0,G2APS,2779,5458,G2APS/D5_20_004740_0_train.jpg,0,G2APS,224,167,57,0.0036380975507199764,0.00453250203281641,0.0008944044820964336,0.0012198841432109475,0.0014030165039002895,0.00018313236068934202,0.800000011920929,0.5200503468513489,0.5159356594085693,-0.036941736936569214,-0.036941736936569214,0.12033766508102417,-0.004132337633988126,-0.004132337633988126,0.013461085033831033
v16.2_observation_vs_v16.2_final,119,4850,59,G2APS/D1_30_001845_11_train.jpg,0,G2APS,1,stable_wrong,0,0,5736,6119,PRAI-1581/00000297_0001_00000012.jpg,0,PRAI-1581,5736,6119,PRAI-1581/00000297_0001_00000012.jpg,0,PRAI-1581,10,9,1,0.04802652448415756,0.052591048181056976,0.004564523696899414,0.006779660936444998,0.007421150337904692,0.0006414894014596939,0.8999999761581421,0.5704801678657532,0.5587406754493713,-0.10454261302947998,-0.10454261302947998,-0.049284517765045166,-0.0116942355720564,-0.0116942355720564,-0.005513012771520387
v16.2_observation_vs_v16.2_final,120,4850,60,G2APS/D1_30_001830_11_train.jpg,0,G2APS,0,stable_wrong,0,0,731,4972,G2APS/D4_20_003765_4_train.jpg,0,G2APS,731,4972,G2APS/D4_20_003765_4_train.jpg,0,G2APS,91,86,5,0.006817113608121872,0.007495065685361624,0.0006779520772397518,0.0018115942366421223,0.0019841270986944437,0.00017253286205232143,0.800000011920929,0.5336474180221558,0.529715895652771,-0.03532755374908447,-0.03532755374908447,-0.008551329374313354,-0.003951773575908035,-0.003951773575908035,-0.0009565597918359536
v16.2_observation_vs_v16.2_final,121,4850,60,G2APS/D1_30_001830_11_train.jpg,0,G2APS,1,stable_wrong,0,0,2779,5458,G2APS/D5_20_004740_0_train.jpg,0,G2APS,2779,5458,G2APS/D5_20_004740_0_train.jpg,0,G2APS,11,8,3,0.06633739918470383,0.07529951632022858,0.00896211713552475,0.0032284099142998457,0.003838771488517523,0.0006103615742176771,0.8999999761581421,0.5384265780448914,0.5382376909255981,-0.0019870996475219727,-0.0019870996475219727,0.04744264483451843,-0.00022227884601200287,-0.00022227884601200287,0.005306979123429922
v16.2_observation_vs_v16.2_final,123,4851,61,G2APS/D1_30_002565_0_train.jpg,0,G2APS,1,stable_wrong,0,0,1394,5087,G2APS/S6_30_002352_0_train.jpg,1,G2APS,1394,5087,G2APS/S6_30_002352_0_train.jpg,1,G2APS,172,170,2,0.010189265944063663,0.010443498380482197,0.0002542324364185333,0.0138248847797513,0.014084506779909134,0.0002596220001578331,1.0,0.5734775066375732,0.5545796751976013,-0.16856181621551514,-0.16856181621551514,-0.014993786811828613,-0.018855484191140803,-0.018855484191140803,-0.0016772191742067122
v16.2_observation_vs_v16.2_final,125,4851,62,G2APS/D1_30_002550_2_train.jpg,0,G2APS,1,stable_wrong,0,0,6391,6283,PRAI-1581/00001290_0001_00000001.jpg,0,PRAI-1581,6391,6283,PRAI-1581/00001290_0001_00000001.jpg,0,PRAI-1581,810,777,33,0.0015759961679577827,0.0016479498008266091,7.195363286882639e-05,0.0013428827514871955,0.0014071294572204351,6.424670573323965e-05,1.0,0.5572166442871094,0.5504278540611267,-0.060676634311676025,-0.060676634311676025,0.09466294944286346,-0.0067873457033273965,-0.0067873457033273965,0.010589087058866076
v16.2_observation_vs_v16.2_final,127,4851,63,G2APS/D1_30_002505_2_train.jpg,0,G2APS,1,stable_wrong,0,0,5695,6109,PRAI-1581/00000237_0002_00000000.jpg,0,PRAI-1581,5695,6109,PRAI-1581/00000237_0002_00000000.jpg,0,PRAI-1581,526,514,12,0.0017202195012941957,0.0017647570930421352,4.453759174793959e-05,0.0015471893129870296,0.0016393442638218403,9.215495083481073e-05,1.0,0.5937546491622925,0.5972505807876587,0.03131204843521118,0.03131204843521118,0.08016222715377808,0.0035025953535496868,0.0035025953535496868,0.008967022548524106
v16.2_observation_vs_v16.2_final,143,4853,71,G2APS/D1_30_003450_2_train.jpg,0,G2APS,1,stable_wrong,0,0,1812,5193,G2APS/S2_20_005173_0_train.jpg,1,G2APS,1812,5193,G2APS/S2_20_005173_0_train.jpg,1,G2APS,4,3,1,0.08320282399654388,0.1057249903678894,0.02252216637134552,0.02463054098188877,0.027624309062957764,0.0029937680810689926,1.0,0.631901741027832,0.6117246747016907,-0.18054291605949402,-0.18054291605949402,-0.10329201817512512,-0.02019570135166182,-0.02019570135166182,-0.011554342848809629
v16.2_observation_vs_v16.2_final,150,4854,75,G2APS/D1_30_003705_1_train.jpg,0,G2APS,0,stable_wrong,0,0,3105,5567,G2APS/D1_30_005355_2_train.jpg,0,G2APS,3105,5567,G2APS/D1_30_005355_2_train.jpg,0,G2APS,21,20,1,0.024541053920984268,0.02578926645219326,0.001248212531208992,0.001463057822547853,0.001578531926497817,0.00011547410394996405,1.0,0.48856136202812195,0.47610679268836975,-0.11106979846954346,-0.11106979846954346,-0.05142867565155029,-0.01242437270892971,-0.01242437270892971,-0.005752860300693996
v16.2_observation_vs_v16.2_final,151,4854,75,G2APS/D1_30_003705_1_train.jpg,0,G2APS,1,stable_wrong,0,0,2021,5245,G2APS/D3_30_005865_5_train.jpg,0,G2APS,2021,5245,G2APS/D3_30_005865_5_train.jpg,0,G2APS,226,202,24,0.002720519434660673,0.00302229356020689,0.00030177412554621696,0.0010162601247429848,0.0010940919164568186,7.783179171383381e-05,1.0,0.5133671760559082,0.5048179626464844,-0.07638335227966309,-0.07638335227966309,0.023995012044906616,-0.008544314030967115,-0.008544314030967115,0.0026841047423249442
v16.2_observation_vs_v16.2_final,157,4856,78,G2APS/D1_30_003780_1_train.jpg,0,G2APS,1,stable_wrong,0,0,2919,5492,G2APS/S2_40_003192_3_train.jpg,1,G2APS,2919,5492,G2APS/S2_40_003192_3_train.jpg,1,G2APS,1693,1530,163,0.0007747879717499018,0.0008301506168209016,5.536264507099986e-05,0.0009811937343329191,0.001046937657520175,6.574392318725586e-05,0.800000011920929,0.4981188476085663,0.49339810013771057,-0.04236385226249695,-0.04236385226249695,0.09003941714763641,-0.004738860582695903,-0.004738860582695903,0.010071894363288925
v16.2_observation_vs_v16.2_final,164,4856,82,G2APS/D1_30_003810_1_train.jpg,0,G2APS,0,stable_wrong,0,0,2718,5447,G2APS/D4_20_003465_4_train.jpg,0,G2APS,2718,5447,G2APS/D4_20_003465_4_train.jpg,0,G2APS,18,17,1,0.027939116582274437,0.030398348346352577,0.0024592317640781403,0.001880877767689526,0.0021223912481218576,0.00024151348043233156,0.800000011920929,0.6473771333694458,0.6241192817687988,-0.2079315483570099,-0.2079315483570099,-0.11304804682731628,-0.023259419665200287,-0.023259419665200287,-0.012645661441298639
v16.2_observation_vs_v16.2_final,165,4856,82,G2APS/D1_30_003810_1_train.jpg,0,G2APS,1,stable_wrong,0,0,6050,6198,PRAI-1581/00000697_0002_00000000.jpg,0,PRAI-1581,6050,6198,PRAI-1581/00000697_0002_00000000.jpg,0,PRAI-1581,42,34,8,0.009241949766874313,0.010377608239650726,0.001135658472776413,0.0032102728728204966,0.003426613286137581,0.0002163404133170843,0.800000011920929,0.5203879475593567,0.5153883695602417,-0.04456740617752075,-0.04456740617752075,-0.018835365772247314,-0.004985352207797611,-0.004985352207797611,-0.002106941830164466
v16.2_observation_vs_v16.2_final,171,4857,85,G2APS/D1_30_004485_1_train.jpg,0,G2APS,1,stable_wrong,0,0,37,4846,G2APS/S1_30_000119_3_train.jpg,1,G2APS,2429,5361,G2APS/S4_50_000112_2_train.jpg,1,G2APS,114,112,2,0.004867346491664648,0.005061821546405554,0.00019447505474090576,0.0012004801537841558,0.001402524532750249,0.00020204437896609306,0.800000011920929,0.45366838574409485,0.4550125002861023,-0.008390724658966064,0.05388858914375305,0.01825156807899475,-0.0009385943964739241,0.006028028550569164,0.002041637668029228
v16.2_observation_vs_v16.2_final,173,4857,86,G2APS/D1_30_004635_0_train.jpg,0,G2APS,1,stable_wrong,0,0,8003,6759,Market/0354_c3s1_105517_00.jpg,1,Market,8003,6759,Market/0354_c3s1_105517_00.jpg,1,Market,173,155,18,0.0054618618451058865,0.006132738199084997,0.0006708763539791107,0.0051107327453792095,0.005940594244748354,0.0008298614993691444,0.8999999761581421,0.5926570892333984,0.5694099068641663,-0.2078569531440735,-0.2078569531440735,-0.06178784370422363,-0.023251075374127517,-0.023251075374127517,-0.006911646636982738
v16.2_observation_vs_v16.2_final,180,4858,90,G2APS/D1_30_004605_0_train.jpg,0,G2APS,0,stable_wrong,0,0,2592,5404,G2APS/D6_30_003015_12_train.jpg,0,G2APS,2592,5404,G2APS/D6_30_003015_12_train.jpg,0,G2APS,6,4,2,0.05019326135516167,0.06620469689369202,0.01601143553853035,0.004995005205273628,0.005144033115357161,0.00014902791008353233,1.0,0.6000977754592896,0.5823348760604858,-0.15878257155418396,-0.15878257155418396,-0.12846609950065613,-0.017761568633911207,-0.017761568633911207,-0.014370339396053478
v16.2_observation_vs_v16.2_final,181,4858,90,G2APS/D1_30_004605_0_train.jpg,0,G2APS,1,stable_wrong,0,0,622,4953,G2APS/D3_30_005295_5_train.jpg,0,G2APS,622,4953,G2APS/D3_30_005295_5_train.jpg,0,G2APS,104,99,5,0.00567685067653656,0.0057287635281682014,5.191285163164139e-05,0.0013601741520687938,0.0014112334465608,5.10592944920063e-05,1.0,0.5124958157539368,0.5084237456321716,-0.036419451236724854,-0.036419451236724854,-0.07258692383766174,-0.004073914261614853,-0.004073914261614853,-0.008119641954703827
v16.2_observation_vs_v16.2_final,185,4859,92,G2APS/D1_30_005175_0_train.jpg,0,G2APS,1,stable_wrong,0,0,810,4985,G2APS/S4_20_004130_0_train.jpg,1,G2APS,810,4985,G2APS/S4_20_004130_0_train.jpg,1,G2APS,11,10,1,0.04242434725165367,0.04578712210059166,0.0033627748489379883,0.010335917584598064,0.01066666655242443,0.0003307489678263664,0.8999999761581421,0.5228922367095947,0.5099710822105408,-0.11562016606330872,-0.11562016606330872,-0.08497801423072815,-0.012933381131800648,-0.012933381131800648,-0.009505721045823368
v16.2_observation_vs_v16.2_final,196,4860,98,G2APS/S1_30_002702_6_train.jpg,1,G2APS,0,stable_wrong,0,0,5695,6109,PRAI-1581/00000237_0002_00000000.jpg,0,PRAI-1581,5695,6109,PRAI-1581/00000237_0002_00000000.jpg,0,PRAI-1581,3,2,1,0.17837141454219818,0.20623743534088135,0.027866020798683167,0.006036217324435711,0.005899704992771149,-0.00013651233166456223,0.8999999761581421,0.5376607179641724,0.5252094268798828,-0.11115095019340515,-0.11115095019340515,-0.12260070443153381,-0.012433450417515868,-0.012433450417515868,-0.01371423075600875
v16.2_observation_vs_v16.2_final,197,4860,98,G2APS/S1_30_002702_6_train.jpg,1,G2APS,1,stable_wrong,0,0,275,4892,G2APS/S2_30_001624_1_train.jpg,1,G2APS,275,4892,G2APS/S2_30_001624_1_train.jpg,1,G2APS,25,20,5,0.024056389927864075,0.02606683038175106,0.0020104404538869858,0.001748761278577149,0.0020332091953605413,0.00028444791678339243,1.0,0.5390913486480713,0.5317395329475403,-0.06549561023712158,-0.06549561023712158,0.025697708129882812,-0.007326400908235442,-0.007326400908235442,0.002874569936835769
v16.2_observation_vs_v16.2_final,203,4860,101,G2APS/S1_30_002695_4_train.jpg,1,G2APS,1,stable_wrong,0,0,1064,5029,G2APS/D4_30_009390_9_train.jpg,0,G2APS,1064,5029,G2APS/D4_30_009390_9_train.jpg,0,G2APS,15,13,2,0.026247141882777214,0.028878524899482727,0.002631383016705513,0.002370604546740651,0.0026845638640224934,0.00031395931728184223,1.0,0.494344025850296,0.4930325448513031,-0.01175844669342041,-0.01175844669342041,0.03236040472984314,-0.0013153109685095643,-0.0013153109685095643,0.0036198654802244157
v16.2_observation_vs_v16.2_final,205,4861,102,G2APS/D1_41_000960_3_train.jpg,0,G2APS,1,stable_wrong,0,0,1711,5170,G2APS/D9_30_005130_6_gallery.jpg,0,G2APS,1711,5170,G2APS/D9_30_005130_6_gallery.jpg,0,G2APS,66,50,16,0.011132030747830868,0.013854333199560642,0.0027223024517297745,0.006410256493836641,0.007957560010254383,0.0015473035164177418,0.8999999761581421,0.517980694770813,0.5146471261978149,-0.029603004455566406,-0.029603004455566406,0.09594717621803284,-0.0033114200775372638,-0.0033114200775372638,0.010732741880584928
v16.2_observation_vs_v16.2_final,209,4861,104,G2APS/S1_41_000497_2_train.jpg,1,G2APS,1,stable_wrong,0,0,2769,5455,G2APS/S4_30_005194_5_train.jpg,1,G2APS,2769,5455,G2APS/S4_30_005194_5_train.jpg,1,G2APS,222,203,19,0.005145293660461903,0.005688304081559181,0.0005430104210972786,0.004437869880348444,0.00514579750597477,0.0007079276256263256,0.8999999761581421,0.5692785978317261,0.5423658490180969,-0.24034330248832703,-0.24034330248832703,-0.07975165545940399,-0.026885029138040917,-0.026885029138040917,-0.00892109561046417
v16.2_observation_vs_v16.2_final,222,4863,111,G2APS/S1_41_000728_2_train.jpg,1,G2APS,0,stable_wrong,0,0,2293,5319,G2APS/S4_30_003878_0_train.jpg,1,G2APS,2293,5319,G2APS/S4_30_003878_0_train.jpg,1,G2APS,24,18,6,0.03353801369667053,0.0385405458509922,0.0050025321543216705,0.0063157896511256695,0.006012023892253637,-0.00030376575887203217,1.0,0.5190853476524353,0.5117034912109375,-0.06585165858268738,-0.06585165858268738,-0.010475963354110718,-0.007366228812928366,-0.007366228812928366,-0.0011718511691749534
v16.2_observation_vs_v16.2_final,223,4863,111,G2APS/S1_41_000728_2_train.jpg,1,G2APS,1,stable_wrong,0,0,1077,5032,G2APS/D4_30_010290_3_train.jpg,0,G2APS,1077,5032,G2APS/D4_30_010290_3_train.jpg,0,G2APS,229,188,41,0.004318462684750557,0.004939841106534004,0.0006213784217834473,0.0026714159175753593,0.002964426763355732,0.0002930108457803726,1.0,0.6309042572975159,0.6197689771652222,-0.09956330060958862,-0.09956330060958862,0.051837533712387085,-0.011137244975230054,-0.011137244975230054,0.005798595550085661
v16.2_observation_vs_v16.2_final,225,4863,112,G2APS/S1_41_000735_2_train.jpg,1,G2APS,1,stable_wrong,0,0,5828,6142,PRAI-1581/00000391_0001_00000007.jpg,0,PRAI-1581,5828,6142,PRAI-1581/00000391_0001_00000007.jpg,0,PRAI-1581,68,65,3,0.005265992134809494,0.005526674911379814,0.00026068277657032013,0.0005040322430431843,0.0005377307534217834,3.369851037859917e-05,1.0,0.5401047468185425,0.5285467505455017,-0.10306519269943237,-0.10306519269943237,-0.023188918828964233,-0.011528969936562383,-0.011528969936562383,-0.002593934392769892
v16.2_observation_vs_v16.2_final,235,4865,117,G2APS/D2_20_001200_11_train.jpg,0,G2APS,1,stable_wrong,0,0,6160,6226,PRAI-1581/00000918_0002_00000000.jpg,0,PRAI-1581,6160,6226,PRAI-1581/00000918_0002_00000000.jpg,0,PRAI-1581,3,2,1,0.30991578102111816,0.33162805438041687,0.021712273359298706,0.04878048598766327,0.054054055362939835,0.0052735693752765656,1.0,0.5945716500282288,0.5810753107070923,-0.1203107237815857,-0.1203107237815857,-0.08919095993041992,-0.013458071354594203,-0.013458071354594203,-0.009976985136482597
v16.2_observation_vs_v16.2_final,247,4866,123,G2APS/D2_20_001320_10_train.jpg,0,G2APS,1,stable_wrong,0,0,258,4889,G2APS/D2_30_001770_0_train.jpg,0,G2APS,258,4889,G2APS/D2_30_001770_0_train.jpg,0,G2APS,5,3,2,0.12169325351715088,0.1566118746995926,0.03491862118244171,0.025423727929592133,0.02857142873108387,0.0031477008014917374,1.0,0.5384109616279602,0.5266311764717102,-0.10553455352783203,-0.10553455352783203,-0.031845033168792725,-0.011805194974400024,-0.011805194974400024,-0.0035622155299561697
v16.2_observation_vs_v16.2_final,251,4866,125,G2APS/D2_20_001260_11_train.jpg,0,G2APS,1,stable_wrong,0,0,1820,5194,G2APS/D2_20_010695_15_train.jpg,0,G2APS,1820,5194,G2APS/D2_20_010695_15_train.jpg,0,G2APS,88,84,4,0.008888054639101028,0.010224242694675922,0.001336188055574894,0.00378310214728117,0.004310344811528921,0.0005272426642477512,1.0,0.4681881070137024,0.4688528776168823,0.005975902080535889,0.005975902080535889,0.005112141370773315,0.0006684700588612813,0.0006684700588612813,0.0005718489689043871
